hhid,psuid,loc,pline,fline,v001,v002,v003,v004,v005,v006,v007a,v007b,v007c,v008
2614,146,rural,138.7,88.768,228.4991117889048,5,2,0,0,2,0,48,6,0
2615,146,rural,138.7,88.768,241.7761603673592,4,1,0,0,2,0,56,4,3
2616,146,rural,138.7,88.768,265.1522943655689,6,2,0,0,1,0,42,6,2
2617,146,rural,138.7,88.768,161.578186069445,10,2,1,0,4,0,65,6,2
2618,146,rural,138.7,88.768,107.6100928509625,6,4,0,0,1,0,37,3,0
2619,146,rural,138.7,88.768,260.7408739831285,5,1,0,0,3,0,53,6,0
2620,146,rural,138.7,88.768,75.41583431742148,11,3,1,0,4,0,76,6,15
2621,146,rural,138.7,88.768,651.7018431097291,7,3,0,0,1,0,44,3,0
2622,146,rural,138.7,88.768,133.7754469268608,7,4,0,0,1,1,59,2,5
2623,146,rural,138.7,88.768,181.5778021477009,4,1,0,0,1,0,31,6,0
2624,146,rural,138.7,88.768,97.42688187376763,9,3,1,0,2,0,30,6,0
2625,146,rural,138.7,88.768,280.570921396663,5,0,0,0,1,0,59,4,3
2626,146,rural,138.7,88.768,233.5606232413284,11,7,0,0,2,0,37,2,0
2627,146,rural,138.7,88.768,119.1249514539063,12,7,1,3,1,1,66,2,0
2628,146,rural,138.7,88.768,521.8718744746019,5,1,1,1,1,0,53,5,0
2629,147,rural,138.7,88.768,197.6957187576672,6,2,1,0,1,0,45,3,50
2630,147,rural,138.7,88.768,171.534712596249,10,4,0,0,3,0,62,6,0
2631,147,rural,138.7,88.768,157.2927234519414,10,3,0,1,3,0,58,6,4
2632,147,rural,138.7,88.768,93.60114062950041,7,0,1,0,3,0,50,3,0
2633,147,rural,138.7,88.768,322.9304782184046,2,1,0,2,0,1,60,2,0
2634,147,rural,138.7,88.768,125.2288304864464,12,3,1,0,6,0,73,1,2
2635,147,rural,138.7,88.768,150.1790659854726,8,1,0,0,3,0,53,4,0
2636,147,rural,138.7,88.768,94.48116981354387,8,3,2,0,1,0,81,1,0
2637,147,rural,138.7,88.768,210.9647632208288,4,0,0,1,2,0,48,4,10
2638,147,rural,138.7,88.768,90.22120178549133,7,4,0,1,2,1,51,2,0
2639,147,rural,138.7,88.768,251.5515567295744,6,2,0,0,2,0,48,5,0
2640,147,rural,138.7,88.768,130.8472747489145,8,4,2,0,1,0,77,2,5
2641,147,rural,138.7,88.768,146.031483782596,7,3,0,0,2,0,46,3,4
2642,147,rural,138.7,88.768,110.9243330131856,7,1,1,0,1,1,80,0,0
2643,147,rural,138.7,88.768,133.2477682149656,5,0,0,0,1,0,47,4,0
2644,147,rural,138.7,88.768,183.4051967238065,7,3,0,0,1,0,42,3,0
2645,147,rural,138.7,88.768,146.8049608286677,2,0,0,1,0,0,64,2,0
2646,147,rural,138.7,88.768,194.2048233947846,7,4,0,0,1,0,48,5,1
2647,148,rural,138.7,88.768,153.6026780776071,8,2,0,1,1,0,45,4,3
2648,148,rural,138.7,88.768,129.9290248556025,8,2,0,0,2,0,46,4,17
2649,148,rural,138.7,88.768,165.7670064060061,5,0,1,0,2,0,73,0,8
2650,148,rural,138.7,88.768,371.8178357344898,1,0,0,0,1,0,39,1,4
2651,148,rural,138.7,88.768,192.9110365048651,2,0,0,0,1,1,52,0,0
2652,148,rural,138.7,88.768,101.0697424943697,8,5,0,1,0,0,42,4,2
2653,148,rural,138.7,88.768,196.5454977452216,13,4,0,0,5,0,58,4,18
2654,148,rural,138.7,88.768,178.4834704652505,5,0,0,2,1,0,57,3,3
2655,148,rural,138.7,88.768,333.3564369796134,4,0,0,2,1,0,55,4,0
2656,148,rural,138.7,88.768,165.0621501790495,6,0,0,0,3,0,49,6,8
2657,148,rural,138.7,88.768,165.6685854327762,6,1,0,1,3,0,52,3,25
2658,148,rural,138.7,88.768,107.138541762355,6,1,0,1,2,0,54,4,0
2659,148,rural,138.7,88.768,88.96934121377214,7,2,0,2,4,0,46,4,13
2660,148,rural,138.7,88.768,64.29671229016314,8,5,1,0,0,1,75,0,29
2661,148,rural,138.7,88.768,150.1786954245795,8,4,0,0,1,0,47,5,5
2662,148,rural,138.7,88.768,113.1538155679914,9,3,0,0,2,0,61,5,5
2663,148,rural,138.7,88.768,65.95289361701197,7,4,1,1,2,0,38,3,7
2664,148,rural,138.7,88.768,205.5391588471742,5,3,0,0,1,0,31,3,24
2665,149,rural,138.7,88.768,206.5383604144658,7,2,1,0,2,0,66,5,0
2666,149,rural,138.7,88.768,220.4755494604386,5,3,0,1,0,0,47,5,24
2667,149,rural,138.7,88.768,163.3159684341245,5,3,0,0,2,0,44,6,13
2668,149,rural,138.7,88.768,35.1564459556581,5,2,0,0,1,1,36,3,0
2669,149,rural,138.7,88.768,99.10695555534845,10,7,0,0,1,0,33,3,15
2670,149,rural,138.7,88.768,207.3680991915771,8,2,0,0,4,0,34,3,12
2671,149,rural,138.7,88.768,112.9721583834657,4,2,0,0,1,0,30,5,10
2672,149,rural,138.7,88.768,232.8320062007361,5,3,0,0,2,0,33,4,15
2673,149,rural,138.7,88.768,152.4902542762663,5,0,0,0,1,0,45,3,27
2674,149,rural,138.7,88.768,145.576773804296,4,0,0,0,1,1,48,3,12
2675,149,rural,138.7,88.768,159.2730547648873,11,2,0,1,5,0,54,3,21
2676,149,rural,138.7,88.768,76.16953271592344,2,0,2,0,1,0,82,1,5
2677,149,rural,138.7,88.768,238.6898328002015,6,0,0,0,5,0,48,5,15
2678,149,rural,138.7,88.768,225.3593246368904,6,3,0,0,2,0,44,3,20
2679,149,rural,138.7,88.768,255.8579683895728,6,0,1,1,2,0,52,2,12
2680,149,rural,138.7,88.768,102.5695612409,7,1,1,0,1,0,74,1,6
2681,149,rural,138.7,88.768,110.6932088903792,8,4,1,0,1,0,75,1,15
2682,149,rural,138.7,88.768,242.8650164958934,5,3,0,0,2,0,41,4,10
2683,150,rural,138.7,88.768,122.3611832543869,6,2,0,0,1,0,39,3,19
2684,150,rural,138.7,88.768,113.9531918795373,7,3,2,0,1,0,81,1,8
2685,150,rural,138.7,88.768,252.4715359070545,6,1,0,0,1,1,40,4,7
2686,150,rural,138.7,88.768,188.0602461887186,10,4,1,3,2,0,69,2,13
2687,150,rural,138.7,88.768,99.84629864943078,5,1,0,0,3,0,42,3,2
2688,150,rural,138.7,88.768,176.5572314177513,7,2,1,0,2,0,82,0,7
2689,150,rural,138.7,88.768,159.8911670179805,7,3,2,0,1,0,72,0,2
2690,150,rural,138.7,88.768,104.9952175561741,12,7,1,1,2,1,70,0,10
2691,150,rural,138.7,88.768,154.2051112736874,15,8,1,1,3,0,65,2,12
2692,150,rural,138.7,88.768,161.3229437262193,4,0,0,0,1,1,45,6,0
2693,150,rural,138.7,88.768,167.5636832486424,6,4,0,0,1,0,42,3,12
2694,150,rural,138.7,88.768,90.12789102343602,14,7,1,0,1,1,67,0,10
2695,150,rural,138.7,88.768,175.8089101625998,4,2,0,0,1,0,55,6,4
2696,150,rural,138.7,88.768,126.1363870511265,7,3,0,0,3,0,60,4,6
2697,150,rural,138.7,88.768,85.11635492097743,5,3,0,0,1,0,36,3,7
2698,150,rural,138.7,88.768,135.8117202083439,9,3,1,3,1,1,78,0,19
2699,150,rural,138.7,88.768,156.4193855388834,5,0,0,0,3,0,52,5,32
2700,150,rural,138.7,88.768,188.5584282535163,8,1,0,0,2,0,53,6,16
2701,151,rural,138.7,88.768,132.0886537410836,6,1,0,0,1,0,60,2,0
2702,151,rural,138.7,88.768,87.47015771448733,5,3,0,0,1,0,42,2,0
2703,151,rural,138.7,88.768,101.151689389034,7,3,0,1,1,0,50,4,4
2704,151,rural,138.7,88.768,97.39081394683097,12,5,0,4,1,0,63,3,10
2705,151,rural,138.7,88.768,55.059843251135,7,4,0,1,0,0,42,3,1
2706,151,rural,138.7,88.768,130.0668735078673,8,2,0,0,3,0,49,2,10
2707,151,rural,138.7,88.768,224.1237659211502,5,2,1,0,1,1,80,0,0
2708,151,rural,138.7,88.768,335.8032695664539,6,2,0,2,0,0,59,2,0
2709,151,rural,138.7,88.768,247.6166941251426,8,2,0,0,3,0,53,2,8
2710,151,rural,138.7,88.768,61.22851750271204,4,1,1,0,0,0,74,1,4
2711,151,rural,138.7,88.768,80.23680907951989,5,2,0,1,0,0,39,3,0
2712,151,rural,138.7,88.768,56.27535356380844,6,4,0,0,0,0,30,3,3
2713,151,rural,138.7,88.768,329.2873268206923,3,0,1,0,0,0,67,1,5
2714,151,rural,138.7,88.768,239.9225324327836,6,2,0,2,1,0,57,4,24
2715,151,rural,138.7,88.768,119.4957818459225,11,5,1,2,0,0,66,1,15
2716,151,rural,138.7,88.768,153.796746111095,7,2,0,2,1,0,55,4,10
2717,151,rural,138.7,88.768,157.1960811709988,5,2,1,1,0,0,32,3,2
2718,151,rural,138.7,88.768,177.3623014268306,8,2,1,2,3,0,90,0,0
2719,152,rural,138.7,88.768,124.6591548733236,12,6,1,0,2,0,78,2,8
2720,152,rural,138.7,88.768,210.4353905162791,7,5,0,0,2,0,33,5,13
2721,152,rural,138.7,88.768,138.8166920671626,11,5,0,0,3,0,60,6,10
2722,152,rural,138.7,88.768,260.5208243373013,7,5,0,1,2,0,40,6,28
2723,152,rural,138.7,88.768,350.210112429261,7,1,0,0,2,0,54,6,21
2724,152,rural,138.7,88.768,110.9660240546283,9,3,2,0,3,0,73,1,38
2725,152,rural,138.7,88.768,159.2828824889392,12,3,0,0,4,0,57,6,25
2726,152,rural,138.7,88.768,99.15433088325429,6,4,0,0,1,0,35,4,10
2727,152,rural,138.7,88.768,156.8522006621233,5,3,0,0,1,0,31,6,0
2728,152,rural,138.7,88.768,129.067841339841,7,3,0,1,2,0,45,4,10
2729,152,rural,138.7,88.768,123.7834312539438,7,1,2,0,3,0,70,1,10
2730,152,rural,138.7,88.768,126.1300345786719,12,3,0,0,5,0,55,4,6
2731,152,rural,138.7,88.768,176.0569389204382,6,2,0,1,2,1,44,3,13
2732,152,rural,138.7,88.768,232.3576882574595,5,2,0,0,1,0,43,3,20
2733,152,rural,138.7,88.768,223.05394180009,6,2,0,0,1,0,48,5,80
2734,152,rural,138.7,88.768,288.2476090842367,4,0,0,1,1,0,55,3,6
2735,152,rural,138.7,88.768,126.165806056894,15,6,0,0,3,0,58,6,7
2736,152,rural,138.7,88.768,102.7528300712151,8,3,0,0,3,0,46,3,25
2737,153,rural,138.7,88.768,112.084887380824,5,2,1,0,1,0,69,2,28
2738,153,rural,138.7,88.768,393.1250870926162,8,3,0,0,1,0,42,4,25
2739,153,rural,138.7,88.768,539.7043186945288,6,0,0,0,2,0,52,5,25
2740,153,rural,138.7,88.768,180.9736396674524,5,1,0,0,2,0,46,5,4
2741,153,rural,138.7,88.768,211.4611030686146,7,2,0,0,1,0,41,4,0
2742,153,rural,138.7,88.768,156.1046228815258,9,2,0,0,4,0,54,6,20
2743,153,rural,138.7,88.768,275.7814218522493,8,2,0,0,2,0,45,3,16
2744,153,rural,138.7,88.768,334.3600584077968,4,1,0,0,1,0,43,6,22
2745,153,rural,138.7,88.768,163.7184610888478,7,4,1,0,1,1,79,1,10
2746,153,rural,138.7,88.768,290.2479956018865,6,4,0,0,1,0,32,6,25
2747,153,rural,138.7,88.768,167.6536060253886,4,0,0,0,1,1,50,3,22
2748,153,rural,138.7,88.768,125.2290999852778,11,3,0,0,2,0,52,3,7
2749,153,rural,138.7,88.768,209.3491177265431,6,2,0,1,2,1,50,3,3
2750,153,rural,138.7,88.768,399.4359861441489,6,0,0,1,3,0,58,3,10
2751,153,rural,138.7,88.768,239.1293674276378,9,3,0,0,2,0,50,3,25
2752,153,rural,138.7,88.768,284.170994586132,5,0,0,0,1,0,55,6,9
2753,153,rural,138.7,88.768,283.3461754460217,6,1,0,0,2,0,48,4,40
2754,153,rural,138.7,88.768,195.4466611766309,6,4,0,0,1,0,45,4,10
2755,154,rural,138.7,88.768,146.916030280385,6,3,0,0,1,0,44,3,3
2756,154,rural,138.7,88.768,182.0965873981596,7,1,0,0,4,0,50,3,6
2757,154,rural,138.7,88.768,138.8914106181703,8,1,0,0,4,0,48,3,18
2758,154,rural,138.7,88.768,302.6985945723005,4,2,0,1,1,0,31,3,23
2759,154,rural,138.7,88.768,113.870468571573,7,1,1,0,1,1,66,0,21
2760,154,rural,138.7,88.768,144.5306062906566,6,1,0,1,2,0,53,3,14
2761,154,rural,138.7,88.768,138.7340457588644,6,3,1,0,2,1,68,1,15
2762,154,rural,138.7,88.768,134.2658578003557,7,2,0,1,3,0,47,3,11
2763,154,rural,138.7,88.768,148.7979855365729,4,2,1,1,0,0,84,2,12
2764,154,rural,138.7,88.768,94.51970814643509,5,3,0,0,1,0,33,3,11
2765,154,rural,138.7,88.768,196.4767216434465,5,0,0,3,2,0,51,3,8
2766,154,rural,138.7,88.768,194.6668363636398,12,5,0,0,6,0,54,5,19
2767,154,rural,138.7,88.768,120.1103469810633,9,3,2,1,5,0,65,2,23
2768,154,rural,138.7,88.768,129.8101489210688,5,3,0,0,2,0,36,3,3
2769,154,rural,138.7,88.768,107.9300598301978,6,2,0,0,2,0,47,5,10
2770,154,rural,138.7,88.768,89.56242686427389,5,3,0,0,1,0,32,2,26
2771,154,rural,138.7,88.768,66.34522231580785,8,5,1,0,1,0,39,5,5
2772,154,rural,138.7,88.768,171.5548711088383,5,1,0,0,3,0,44,3,12
2773,155,rural,138.7,88.768,168.2801009754664,6,4,0,0,1,0,40,3,8
2774,155,rural,138.7,88.768,223.8484243550782,5,0,0,0,3,0,51,3,13
2775,155,rural,138.7,88.768,106.8294445693198,5,1,0,0,1,1,40,3,7
2776,155,rural,138.7,88.768,204.1516306387329,8,2,1,0,2,0,70,2,24
2777,155,rural,138.7,88.768,119.631285858354,10,4,0,0,2,1,60,3,16
2778,155,rural,138.7,88.768,124.0460001154005,5,0,0,0,1,0,46,5,3
2779,155,rural,138.7,88.768,82.03032380253434,6,2,0,0,0,0,43,5,7
2780,155,rural,138.7,88.768,97.42342330543123,8,2,0,0,2,0,59,4,23
2781,155,rural,138.7,88.768,168.3852414528927,5,3,0,0,2,0,35,6,10
2782,155,rural,138.7,88.768,217.8379266676206,8,2,0,0,3,0,27,2,9
2783,155,rural,138.7,88.768,171.5830337367203,6,2,0,0,2,0,46,5,2
2784,155,rural,138.7,88.768,321.8377682565812,5,3,0,0,2,0,35,4,3
2785,155,rural,138.7,88.768,133.9363762290439,7,4,0,0,4,0,41,6,2
2786,155,rural,138.7,88.768,212.4908812033212,5,1,0,0,2,0,43,4,6
2787,155,rural,138.7,88.768,247.728356474289,3,0,0,2,1,0,49,4,0
2788,155,rural,138.7,88.768,208.2211303676885,4,1,0,0,2,0,27,6,5
2789,155,rural,138.7,88.768,292.4629615807498,4,1,0,0,2,0,49,3,9
2790,155,rural,138.7,88.768,195.0316329762639,9,5,0,0,0,0,43,4,13
2791,156,rural,138.7,88.768,140.7592845604171,12,3,0,0,6,0,59,6,7
2792,156,rural,138.7,88.768,182.3731740488328,2,1,0,0,1,1,48,4,1
2793,156,rural,138.7,88.768,127.0583751301521,13,5,1,1,4,0,80,4,5
2794,156,rural,138.7,88.768,93.04695093256139,15,6,2,0,3,0,73,2,23
2795,156,rural,138.7,88.768,105.8937042018495,8,1,0,1,3,0,58,4,17
2796,156,rural,138.7,88.768,123.4669369596504,9,0,2,0,3,0,77,6,20
2797,156,rural,138.7,88.768,131.2941711860954,6,3,0,0,1,0,42,6,3
2798,156,rural,138.7,88.768,126.0845791091078,4,1,0,0,1,0,51,4,10
2799,156,rural,138.7,88.768,134.3772378173929,6,3,0,0,1,0,42,5,8
2800,156,rural,138.7,88.768,121.826587405819,9,2,0,0,3,0,51,6,7
2801,156,rural,138.7,88.768,247.6058243389425,3,0,1,0,0,0,67,4,8
2802,156,rural,138.7,88.768,92.35478553390853,7,2,0,0,4,0,58,2,15
2803,156,rural,138.7,88.768,101.0722129003243,6,1,0,1,2,0,54,3,9
2804,156,rural,138.7,88.768,38.92964519442308,3,0,0,0,2,0,57,2,0
2805,156,rural,138.7,88.768,195.1133210664949,9,3,0,0,4,0,64,1,8
2806,156,rural,138.7,88.768,206.4996809155201,7,2,2,0,2,0,71,1,8
2807,156,rural,138.7,88.768,96.5491113465969,7,4,0,0,1,0,38,6,1
2808,156,rural,138.7,88.768,191.6173343145782,5,1,0,0,2,0,45,3,3
2809,157,rural,138.7,88.768,91.24860833048142,7,1,0,0,2,0,47,5,0
2810,157,rural,138.7,88.768,119.7326713187294,6,2,1,0,2,0,70,3,0
2811,157,rural,138.7,88.768,172.0991509487481,5,2,0,1,0,1,41,1,2
2812,157,rural,138.7,88.768,120.7396087858102,6,4,0,0,1,0,32,6,16
2813,157,rural,138.7,88.768,123.2989493547399,6,0,2,0,2,0,67,6,13
2814,157,rural,138.7,88.768,70.94610636559041,11,3,0,0,2,0,48,5,15
2815,157,rural,138.7,88.768,276.774683857796,7,2,1,0,2,1,84,1,40
2816,157,rural,138.7,88.768,105.6208478641678,8,3,0,1,1,1,45,2,16
2817,157,rural,138.7,88.768,128.1421802286654,8,3,0,0,3,0,52,6,8
2818,157,rural,138.7,88.768,148.5553916718345,8,3,0,0,2,1,64,2,6
2819,157,rural,138.7,88.768,110.4352985087225,4,1,1,0,2,0,77,1,12
2820,157,rural,138.7,88.768,239.2904378958755,4,0,0,1,2,0,55,6,30
2821,157,rural,138.7,88.768,376.2527085041256,8,2,0,0,3,0,59,6,18
2822,157,rural,138.7,88.768,105.455108328676,5,0,0,2,2,1,53,3,20
2823,157,rural,138.7,88.768,126.343368924314,6,2,0,0,3,0,44,1,8
2824,157,rural,138.7,88.768,599.1734460151454,3,0,0,0,3,0,61,6,2
2825,157,rural,138.7,88.768,153.0309767316016,10,3,0,0,5,0,57,4,2
2826,157,rural,138.7,88.768,129.9368313384189,15,6,1,0,3,0,66,3,12
2827,158,rural,138.7,88.768,341.8368674101097,2,0,0,0,2,0,34,3,8
2828,158,rural,138.7,88.768,193.3306761296805,9,4,1,0,3,1,71,0,3
2829,158,rural,138.7,88.768,535.7045667603571,4,2,0,0,2,0,40,4,100
2830,158,rural,138.7,88.768,82.51438220357461,7,4,0,0,2,0,47,5,4
2831,158,rural,138.7,88.768,108.7492464447317,9,4,2,0,1,0,75,1,20
2832,158,rural,138.7,88.768,95.47797861621099,8,3,0,1,0,0,45,3,10
2833,158,rural,138.7,88.768,152.0841195373357,4,0,1,0,0,0,67,3,2
2834,158,rural,138.7,88.768,137.3541758088824,5,1,0,0,2,0,53,5,2
2835,158,rural,138.7,88.768,166.0349960439574,5,2,1,0,1,1,70,1,1
2836,158,rural,138.7,88.768,194.6670010573701,6,2,0,0,1,0,43,4,20
2837,158,rural,138.7,88.768,659.453129998828,2,0,2,1,1,0,71,3,7
2838,158,rural,138.7,88.768,111.2969266975558,10,3,0,0,2,1,56,3,3
2839,158,rural,138.7,88.768,134.3159717497197,6,2,0,2,2,0,48,3,100
2840,158,rural,138.7,88.768,120.541976309445,5,2,1,0,2,1,70,2,6
2841,158,rural,138.7,88.768,75.40469503239001,4,1,0,0,2,0,64,2,8
2842,158,rural,138.7,88.768,90.32051210486485,4,2,1,0,0,1,78,1,0
2843,158,rural,138.7,88.768,148.0049852251574,4,1,1,0,1,0,70,0,4
2844,158,rural,138.7,88.768,107.6094011372952,4,0,1,0,1,0,48,5,4
2845,159,rural,138.7,88.768,140.4113840273065,4,0,0,0,2,0,55,3,0
2846,159,rural,138.7,88.768,138.6888726214095,7,3,0,0,2,0,53,4,0
2847,159,rural,138.7,88.768,235.9716945365123,2,0,0,0,1,1,54,3,0
2848,159,rural,138.7,88.768,303.3095259648646,6,1,1,0,1,0,69,6,0
2849,159,rural,138.7,88.768,76.43485431544377,8,4,0,0,2,0,44,5,0
2850,159,rural,138.7,88.768,240.4312007826665,7,1,0,0,1,0,47,2,15
2851,159,rural,138.7,88.768,214.4467651222751,7,3,0,0,1,0,40,3,0
2852,159,rural,138.7,88.768,205.9879822009996,5,2,0,0,1,1,44,4,0
2853,159,rural,138.7,88.768,255.9345509741642,4,2,0,0,1,0,36,4,0
2854,159,rural,138.7,88.768,148.6317625073443,7,1,0,1,2,0,54,4,0
2855,159,rural,138.7,88.768,180.9088162152046,6,3,1,0,1,0,73,5,15
2856,159,rural,138.7,88.768,147.808340911174,6,1,0,0,2,0,54,6,1
2857,159,rural,138.7,88.768,126.4401199340889,5,2,0,0,3,0,38,4,2
2858,159,rural,138.7,88.768,175.7562081689024,6,3,0,0,2,0,43,3,1
2859,159,rural,138.7,88.768,364.4654135325123,12,5,0,0,2,0,30,4,40
2860,159,rural,138.7,88.768,203.0851563881471,4,2,0,0,1,1,33,5,0
2861,159,rural,138.7,88.768,253.0723386352048,5,2,0,0,1,1,39,3,0
2862,159,rural,138.7,88.768,189.8635437193132,11,6,0,0,3,0,41,3,0
2863,160,rural,138.7,88.768,152.6922629003225,7,2,2,0,4,0,78,1,7
2864,160,rural,138.7,88.768,201.5772205934804,6,3,0,0,2,0,42,4,6
2865,160,rural,138.7,88.768,157.1806658378423,3,1,0,0,1,0,32,4,0
2866,160,rural,138.7,88.768,155.3312211240165,13,2,1,1,7,0,65,5,24
2867,160,rural,138.7,88.768,212.9351590101901,3,0,0,0,2,0,43,4,58
2868,160,rural,138.7,88.768,164.4865455916358,6,1,0,0,2,0,45,3,5
2869,160,rural,138.7,88.768,166.4661171745427,7,3,2,1,1,0,68,5,0
2870,160,rural,138.7,88.768,124.9249705540349,8,4,2,0,1,0,85,1,70
2871,160,rural,138.7,88.768,167.7099312811527,2,0,1,0,1,0,67,3,51
2872,160,rural,138.7,88.768,276.3830892224838,3,0,0,0,2,0,54,2,52
2873,160,rural,138.7,88.768,243.4171783839783,17,7,1,2,4,1,66,2,6
2874,160,rural,138.7,88.768,427.1766686891546,4,0,0,3,1,0,52,5,0
2875,160,rural,138.7,88.768,161.1037064268696,11,6,0,2,2,0,41,6,4
2876,160,rural,138.7,88.768,183.0304008489853,6,4,1,0,0,0,75,1,50
2877,160,rural,138.7,88.768,244.6769110392098,10,3,0,0,2,0,58,3,15
2878,160,rural,138.7,88.768,126.3915023449031,10,1,1,0,3,0,67,3,7
2879,160,rural,138.7,88.768,262.8356652997563,7,0,1,0,3,0,59,4,1049
2880,160,rural,138.7,88.768,133.3852463063372,16,9,1,8,2,0,43,4,55
2881,161,urban,138.7,88.768,167.5889947755979,4,0,1,0,1,0,67,6,2
2882,161,urban,138.7,88.768,255.9287315202366,5,1,0,0,2,0,45,6,11
2883,161,urban,138.7,88.768,246.1835359008475,6,1,0,0,3,0,52,5,5
2884,161,urban,138.7,88.768,278.3678436732166,2,1,0,0,1,0,35,4,3
2885,161,urban,138.7,88.768,218.2774306635419,4,1,0,0,1,0,48,3,3
2886,161,urban,138.7,88.768,570.8867677716919,4,0,0,0,2,0,43,6,4
2887,161,urban,138.7,88.768,209.839827427149,4,2,0,1,1,0,41,3,3
2888,161,urban,138.7,88.768,165.9450744012998,6,2,0,0,2,1,61,3,0
2889,161,urban,138.7,88.768,222.2179389862157,6,0,1,0,0,0,67,3,0
2890,161,urban,138.7,88.768,267.9542095363216,5,0,0,0,2,0,50,5,2
2891,161,urban,138.7,88.768,180.0030438893692,4,0,0,2,1,1,43,3,0
2892,161,urban,138.7,88.768,329.4112297399002,5,1,0,0,1,0,48,5,3
2893,161,urban,138.7,88.768,121.780789715166,7,1,0,0,4,0,57,6,0
2894,161,urban,138.7,88.768,153.4699908454475,7,1,0,0,4,0,50,5,2
2895,161,urban,138.7,88.768,113.7329158943385,5,0,1,0,2,1,71,4,3
2896,161,urban,138.7,88.768,147.6950337076242,6,1,1,1,1,1,66,1,0
2897,161,urban,138.7,88.768,189.5516917749979,3,1,0,0,1,0,31,3,2
2898,161,urban,138.7,88.768,147.8419024745782,2,0,2,0,1,1,76,2,0
2899,162,urban,138.7,88.768,150.1126510241168,4,1,1,0,1,1,81,4,0
2900,162,urban,138.7,88.768,140.0543927725322,4,1,0,0,1,1,40,3,0
2901,162,urban,138.7,88.768,788.5875299243737,3,1,0,0,1,0,40,3,0
2902,162,urban,138.7,88.768,211.6473973274161,4,2,1,0,0,1,66,3,0
2903,162,urban,138.7,88.768,161.8646769194038,4,2,0,0,1,1,47,4,0
2904,162,urban,138.7,88.768,105.6422734133666,5,2,1,0,2,0,33,6,3
2905,162,urban,138.7,88.768,258.5104141691162,4,1,0,1,1,1,45,4,0
2906,162,urban,138.7,88.768,158.8353786614719,6,2,0,0,1,0,55,4,0
2907,162,urban,138.7,88.768,120.9515529157007,3,0,1,0,0,0,61,3,0
2908,162,urban,138.7,88.768,187.2485697257667,4,2,0,0,2,0,47,6,0
2909,162,urban,138.7,88.768,191.3590141714446,4,1,0,0,1,1,56,4,0
2910,162,urban,138.7,88.768,159.9109065124975,8,0,0,0,4,0,49,4,0
2911,162,urban,138.7,88.768,133.6860996764287,6,3,0,0,2,0,43,6,0
2912,162,urban,138.7,88.768,93.73473591772137,10,3,2,1,2,0,77,6,0
2913,162,urban,138.7,88.768,470.5301067429972,1,0,0,0,1,0,60,6,0
2914,162,urban,138.7,88.768,218.2484727165691,4,1,0,0,1,1,50,4,0
2915,162,urban,138.7,88.768,84.67927404453499,4,1,0,0,1,0,40,3,0
2916,162,urban,138.7,88.768,150.2356109220318,4,0,1,0,1,0,66,6,0
2917,163,urban,138.7,88.768,143.7871032936804,5,3,0,0,1,0,41,3,0
2918,163,urban,138.7,88.768,136.1647217345438,4,1,0,0,2,0,39,4,0
2919,163,urban,138.7,88.768,225.7729056579634,3,0,0,1,1,0,57,6,0
2920,163,urban,138.7,88.768,151.198974991783,5,3,0,0,1,0,37,6,0
2921,163,urban,138.7,88.768,249.3448526965167,3,1,0,1,1,1,52,4,0
2922,163,urban,138.7,88.768,165.346313159279,6,2,0,1,1,0,51,6,0
2923,163,urban,138.7,88.768,138.7385263368239,4,2,0,1,1,0,31,3,9
2924,163,urban,138.7,88.768,415.1013291867633,5,3,0,0,1,0,31,3,5
2925,163,urban,138.7,88.768,230.0484173314929,5,1,0,0,2,0,53,6,2
2926,163,urban,138.7,88.768,102.4352688267813,7,2,0,0,0,1,50,4,0
2927,163,urban,138.7,88.768,206.66618494123,3,1,0,0,1,0,36,3,0
2928,163,urban,138.7,88.768,160.5565202276973,6,2,0,0,1,0,48,3,0
2929,163,urban,138.7,88.768,261.5530776333433,4,1,0,0,0,0,44,3,0
2930,163,urban,138.7,88.768,155.9521005859673,7,0,1,0,0,0,87,3,0
2931,163,urban,138.7,88.768,394.9258077728393,1,0,0,0,0,0,49,3,0
2932,163,urban,138.7,88.768,388.9925471915651,6,0,0,1,2,0,55,6,0
2933,163,urban,138.7,88.768,269.5842300960728,4,0,1,0,1,1,71,3,4
2934,163,urban,138.7,88.768,336.1015253061876,4,2,0,0,1,1,42,6,0
2935,164,urban,138.7,88.768,89.63471067572344,7,2,0,0,4,0,47,3,1
2936,164,urban,138.7,88.768,236.5026714744254,4,0,0,1,3,0,60,6,5
2937,164,urban,138.7,88.768,426.0266428215519,4,1,1,2,1,0,20,3,2
2938,164,urban,138.7,88.768,144.5406560190618,6,1,0,0,5,0,60,5,20
2939,164,urban,138.7,88.768,292.2492506860027,4,2,0,0,2,0,41,6,0
2940,164,urban,138.7,88.768,225.5655845779137,5,1,0,1,2,1,64,2,2
2941,164,urban,138.7,88.768,222.129728624668,9,3,0,1,3,0,49,4,3
2942,164,urban,138.7,88.768,204.4021189948389,5,0,0,0,2,0,55,5,2
2943,164,urban,138.7,88.768,132.546951321977,7,2,0,2,1,0,58,5,0
2944,164,urban,138.7,88.768,251.8111787648403,6,1,0,0,2,0,63,3,0
2945,164,urban,138.7,88.768,111.8844187623499,5,2,1,0,2,1,69,3,0
